@contest "第 49 届 ICPC 国际大学生程序设计竞赛区域赛成都站 - 正式赛"
@contlen 300
@problems 13
@teams 409
@submissions 4627
@t 30,0,1,"北京邮电大学 - 好好想想 - 司睿洋, 尹昱钦, 张泽文"
@t 31,0,1,"南京大学 - 南小鸟 - 周相羽, 贺卓宇, 朱家辰"
@t 32,0,1,"香港中文大学（深圳） - 新建文件夹 - 莫骄阳, 周信言, 邓有权"
@t 33,0,1,"上海交通大学 - 电光火石的前奏 - 黄佳瑞, 钱智煊, 车昕宇"
@t 34,0,1,"上海交通大学 - 复活者联盟 - 赵有榛, 黄烨威, 张博钜"
@t 35,0,1,"四川大学 - 难题逆转小队 - 李名骕, 杨轶涵, 黄云垄"
@t 36,0,1,"哈尔滨工程大学 - 我推的七海爆吃0721次罚时因为在原神启动 - 宿斯玮, 黄凯鹏, 吴兆昕"
@t 37,0,1,"华南理工大学 - 神秘的蛙 - 涂序有, 黄子豪, 吴友郅"
@t 38,0,1,"上海交通大学 - 凌晨烈日晖光 - 柳烨, 秦一苇, 郝尚诚"
@t 39,0,1,"华中科技大学 - 零 - 刘星佳, 黄暄骜, 刘铖"
@t 40,0,1,"杭州电子科技大学 - 杭电8队 - 金佳栋, 许钟乐, 余邦轩"
@t 41,0,1,"浙江大学 - 乌拉呀哈 呀哈乌拉 - 丁思韬, 金政羽, 余承恩"
@t 42,0,1,"浙江师范大学 - 该戒网瘾了 - 嵇纹垲, 陈炯荣, 张煜"
@t 43,0,1,"福州大学 - 最佳小丑 - 林东颖, 傅安, 江滢怡"
@t 44,0,1,"中国人民大学 - 嘉然今天创什么 - 李林豇, 汪元森, 任秦江"
@t 45,0,1,"华南理工大学 - Fast Fast TLE - 吴挺宇, 吴尚鸿, 甘景贤"
@t 46,0,1,"杭州电子科技大学 - 杭电6队 - 张劭晗, 陈煜, 阮虹涛"
@t 47,0,1,"哈尔滨工业大学（深圳） - 潜水小怪 - 孙宇开, 羊柯伍, 梁彬"
@t 48,0,1,"杭州电子科技大学 - 杭电9队 - 冯松权, 沈泽楷, 沈栩冉"
@t 49,0,1,"北京邮电大学 - 网瘾犯了求求你把牌子给我 - 刘益铭, 陈杰祥, 谢志宏"
@t 50,0,1,"华为技术有限公司 - 逆光芭蕾 - 周湘阳, 刘宸睿, 陈鑫"
@t 51,0,1,"山东理工大学 - 清纯白毛小萝莉 - 王鹤翱, 从文杰, 孙童乐"
@t 52,0,1,"华南农业大学 - 公司写题跟nm偷情一样 - 梁嘉俊, 陈国豪, 何勤政"
@t 53,0,1,"华中科技大学 - 队里没人有想法导致的 - 方昀昊, 陈浩天, 李海疆"
@t 54,0,1,"浙江理工大学 - 马拉车算法算车拉马 - 姚仁杰, 卢一鸣, 汤丰玮"
@t 55,0,1,"哈尔滨工业大学（威海） - 帅比队长还在征婚QQ2216541094 - 解裕懋, 李义朋, 沈晨阳"
@t 56,0,1,"北京理工大学 - 卡批炉批和穹批 - 梁思源, 李昂, 郑润哲"
@t 57,0,1,"香港理工大学 - cd CD - 王骏峣, 陈俊儒, 张昊霖"
@t 58,0,1,"昆山杜克大学 - 明天开始学算法 - 沈知远, 成秉翰, "Habib Debaya""
@t 59,0,1,"华东师范大学 - 至此，一锤定音 - 冯顾炜, 许乐, 冯嘉一"
@t 60,0,1,"哈尔滨工业大学 - 海星罐头 - 周书扬, 李志轩, 杜宇丰"
@t 61,0,1,"重庆大学 - 不考计算几何就摆烂 - 葛轩铭, 陈泆君, 鲁永卓"
@t 62,0,1,"中国石油大学（华东） - 中石大2005 - 韩绍泽, 杨立鑫, 刘亚宁"
@t 63,0,1,"广州大学 - i * i = -1 - 吴梓涵, 谢艺瀚, 黎俊豪"
@t 64,0,1,"西安交通大学 - 锦筝叹 - 李牧远, 钟宇, 曹思宇"
@t 65,0,1,"中国科学技术大学 - 随机化 - 涂建鹏, 高华成, 何煜恒"
@t 66,0,1,"南京理工大学 - 混沌蝴蝶 - 丁则文, 吴俐伽, 王一萌"
@t 67,0,1,"上海科技大学 - 耐撞王：牢然 - 居然, 李建昊, 王旻昊"
@t 68,0,1,"南开大学 - 粥畜除三害 - 章壹程, 李佳璞, 刘砚桐"
@t 69,0,1,"北京航空航天大学 - 逆转光路的fumo - 段岳辰, 张子昱, 任一杰"
@t 70,0,1,"长沙理工大学 - Sakura - 唐彪, 谭焱文, 马艺"
@t 71,0,1,"北京航空航天大学 - 本科打ACM月薪三千 - 陈昊旸, 林贝宁, 杨斌涵"
@t 72,0,1,"香港浸会大学 - HKNU - 吴铮, 蒋润浩, 贾子涵"
@t 73,0,1,"西安交通大学 - 写都写了，交一发吧 - 贺睿杰, 杨一帆, 周品良"
@t 74,0,1,"长沙学院 - 三脸懵逼 - 龚珊珊, 曾令翔, 罗宝升"
@t 75,0,1,"暨南大学 - 千古AC糕手，还看本队 - 郭彦培, 刘昌源, 王宇涛"
@t 76,0,1,"河南农业大学 - 青青一果 - 闫亚鑫, 齐子昊, 刘伟"
@t 77,0,1,"华中科技大学 - 奇思妙想 - 潘裕洲, 苏畅, 方逸凡"
@t 78,0,1,"西湖大学 - 周周酱 - 周子涵, 王子俊, 周禹卿"
@t 79,0,1,"重庆大学 - 签不来到怎么办吧 - 张腾, 胡远卓, 周其星"
@t 80,0,1,"北京航空航天大学 - 不拿金牌不报销 - 廖鹏飞, 陈睿正, 闫佳豪"
@t 81,0,1,"宁波大学 - 泥巴动物园 - 沈天佑, 吴镇桥, 林成峰"
@t 82,0,1,"苏州大学 - 绫地宁宁公主 - 史华睿, 林昱彤, 周骁逸"
@t 83,0,1,"浙江万里学院 - MikuFans - 翁芝燕, 赵之钰, 竺夏"
@t 84,0,1,"广东工业大学 - 果粒橙 - 关津杰, 邱列圻, 张树程"
@t 85,0,1,"杭州师范大学 - 一隅之梦 - 张朝, 蔡宇欣, 陈俊安"
@t 86,0,1,"中国计量大学 - 兄弟，我想拿牌 - 陈忠鹏, 陈家齐, 陈敏"
@t 87,0,1,"东华大学 - 陈晓剑舞 - 杨文杰, 孙逸凡, 郭旭阳"
@t 88,0,1,"武汉工程大学 - 深藏blue 2.0 - 郭翰良, 钱嘉豪, 王尔强"
@t 89,0,1,"海南大学 - 聚珍伏虎丸 - 方政, 吕珅, 郑朴"
@t 90,0,1,"东北大学秦皇岛分校 - 趁他们睡觉偷偷训一题 - 尹瀚磊, 段俊宏, 曹朝阳"
@t 91,0,1,"同济大学 - 登神长阶 - 张翔, 林鑫宇, 王琨瑀"
@t 92,0,1,"浙江工业大学 - 我太想进步了 - 黄陈兆鋆, 朱科睿, 苏雨钦"
@t 93,0,1,"南开大学 - amadeus - 姚知言, 黄尚扬, 王乐琦"
@t 94,0,1,"华中科技大学 - 冒泡猫虫 - 王尊玉, 卞曜洋, 吴佳黎"
@t 95,0,1,"中国地质大学（北京） - 玩机械动力玩的 - 许兴城, 滕俊宁, 盖林"
@t 96,0,1,"南开大学 - 为什么要演奏acm - 陈馨颍, 陈伯远, 曲恒睿"
@t 97,0,1,"武汉理工大学 - 曼波哈基米大战贤者三异鸟 - 周泽鹏, 孙晨奥, 邢家童"
@t 98,0,1,"湖南工业大学 - 贪心肯定队 - 袁永健, 吴玉峰, "阿布都拉·阿布都克力木""
@t 99,0,1,"台州学院 - 转生异世界发现自己acm水平下降100倍 - 鲍科任, 柯豪, 陆嘉"
@t 100,0,1,"河南师范大学 - 帕鲁小队 - 冯常林, 荆文超, 徐熙涵"
@t 101,0,1,"中国人民大学 - 数学都交给队友 - 刘嘉俊, 孟珺, 钱泽瑄"
@t 102,0,1,"深圳大学 - 秋秋你给我块金牌吧，我什么都绘做的 - 王荟斐, 邹瀚泓, 蔡子健"
@t 103,0,1,"福州大学 - 不AC不睡觉 - 丁杰, 李盈盈, 黄思睿"
@t 104,0,1,"西南科技大学 - 老东西 - 游克峰, 刘雨凡, 朱杰"
@t 105,0,1,"集美大学 - 夏日重现 - 叶文定, 道又铭, 庄晓兵"
@t 106,0,1,"湘潭大学 - 训练两年半，何日上绿名 - 方云卓, 谢先皓, 谢东骏"
@t 107,0,1,"天津大学 - 拼搏百天，我要上天津大学 - 于兴航, 王然驰, 马佳一"
@t 108,0,1,"南京信息工程大学 - 教练提醒我们去成都要保护好自己 - 刘阳元, 刘一鸣, 曹煜珑"
@t 109,0,1,"南京航空航天大学 - DML - 沈运之, 邵嘉奇, 任衍硕"
@t 110,0,1,"重庆邮电大学 - 邮电启动 - 潘乐乐, 付宇新, 赵俊超"
@t 111,0,1,"武汉商学院 - 冰雪聪明琪露诺 - 贾锐哲, 魏翔, 熊子豪"
@t 112,0,1,"河南理工大学 - 三皮城连败等收菜 - 李梦洋, 张科文, 马俊超"
@t 113,0,1,"浙江理工大学 - 小喷菇懒得喷 - 干佳立, 余首荣, 姜楠"
@t 114,0,1,"天津理工大学 - 阿米诺斯是小猫的意思 - 向东, 李衍硕, 龚志杰"
@t 115,0,1,"浙江工商大学 - 理塘最速WA传说 - 林仁豪, 陈孝乐, 刘嘉炜"
@t 116,0,1,"中山大学 - 中山大学＿Awful＿Choices - 王泓皓, 罗金浩, 甘善铭"
@t 117,0,1,"广西大学 - 众 - 贾智卓, 黄翠婷, 韦书临"
@t 118,0,1,"吉林大学 - 管埋员 - 张智祺, 王恕, 乔彦博"
@t 119,0,1,"浙大宁波理工学院 - 保不齐对 - 周艺杰, 余健林, 陈铮"
@t 120,0,1,"西安理工大学 - 神秘的力量 - 马铭源, 金钰奇, 贾成杰"
@t 121,0,1,"山东大学 - 黑算竞：打铁 - 滕家良, 农烨明, 杨师玉"
@t 122,0,1,"中国矿业大学 - 无名之辈 - 黄科海, 梁浩均, 周佳炜"
@t 123,0,1,"东北大学 - 东北大学_好果汁 - 刘格显, 贺康, 房田峰"
@t 124,0,1,"重庆工程学院 - 我只选帅康 - 张翔, 陈博恒, 胡鑫昊"
@t 125,0,1,"南昌大学 - 雪月花 - 何超, 胡书惠, 满曜嘉"
@t 126,0,1,"四川大学 - 在线光速幂 - 刘宇凡星, 韩子睿, 罗实"
@t 127,0,1,"中南大学 - 塞尔达天下第一 - 高显堤, 李奕儒, 杜泊西"
@t 128,0,1,"绍兴文理学院元培学院 - 绍立功 - 江亚君, 徐冕, 谢琳涵"
@t 129,0,1,"北京理工大学 - 你们可以抽象，但是别太抽象 - 蒋济遥, 陈奕帆, 刘济尧"
@t 130,0,1,"郑州大学 - 历史为什么选择了黄前久美子 - 罗飞云, 彭俊儒, 曹建壮"
@t 131,0,1,"南京航空航天大学 - 找对象 - 陈梓鹏, 吕海亮, 李章锐"
@t 132,0,1,"新疆大学 - 奇迹与你 - 古恩豪, 黄梓峰, 张志诚"
@t 133,0,1,"南京理工大学 - 太空猫猫头 - 陈宇航, 许廷阳, 谭清海"
@t 134,0,1,"哈尔滨工业大学（深圳） - 怎么不算队名呢 - 于新莹, 林亮宇, 骆天赐"
@t 135,0,1,"大连理工大学 - 可持久化猫猫虫自动机 - 刘博文, 连茗暄, 刘兆洲"
@t 136,0,1,"成都信息工程大学 - 在梦里拼凑回忆 - 陈帅, 王浩然, 孟庆虎"
@t 137,0,1,"武汉理工大学 - *幻想乡旅行团 - 刘泽宇, 巫殷凯, 胡书诚"
@t 138,0,1,"东北大学 - 东北大学_根本睡不醒 - 林星希, 曹鑫阳, 戈文鑫"
@t 139,0,1,"大连海事大学 - 代码演奏家 - 陈昊楠, 张皓奕, 廖易超"
@t 140,0,1,"西安电子科技大学 - 便乘计划WA舞台！ - 闵旭曈, 邓思哲, 李林"
@t 141,0,1,"北京理工大学 - 过了样例也不队 - 何大鹏, 邬宇炼, 王舒晗"
@t 142,0,1,"宁波大学 - 樱白之歌 - 李嘉琪, 赵瑞杰, 朱文豪"
@t 143,0,1,"中国科学技术大学 - 五年OI三年IO - 钱易, 史启源, 王少白"
@t 144,0,1,"北京交通大学 - 世纪难题 - 周一鸣, 孙宁, 邬健翔"
@t 145,0,1,"成都理工大学 - 我嘞个豆豆啊 - 向坪君, 陈家宝, 张晨瑀"
@t 146,0,1,"山东大学 - 泰山学院代表队 - 程前, 吴浩明, 郭雨欣"
@t 147,0,1,"西南科技大学 - 今天也想见到你 - 时玉成, 邓超文, 张星宇"
@t 148,0,1,"南方科技大学 - 南方科技大学-利贝雷茨 - 徐晨钧, 黄睿轩, 李连馨"
@t 149,0,1,"南京邮电大学 - 说的道莉 - 王普立, 李永鑫, 陈昊泽"
@t 150,0,1,"浙江工业大学 - 我们必须想像他们是幸福的 - 谢子杰, 谢宇韬, 郭正楠"
@t 151,0,1,"北京科技大学 - 我再试试 - 何开煜, 董瑞洋, 潘涵"
@t 152,0,1,"安徽大学 - 嗷呜嘎嘎 - 桑浩翔, 胡明道, 张嘉怡"
@t 153,0,1,"中山大学 - 中山大学_一个小队 - 周岱昕, 陈钰炜, 张耀天"
@t 154,0,1,"哈尔滨工业大学 - 加载中，请稍后 - 刘明卓, 刘靖文, 郭健桓"
@t 155,0,1,"西安电子科技大学 - 关于起名字很随意这件事 - 杨润彬, 李聿垲, 吴奕玮"
@t 156,0,1,"深圳大学 - SZU_Wrong answer on test 2 - 温家燊, 肖俊祺, 葛峻赫"
@t 157,0,1,"哈尔滨理工大学 - 哈理工01队CD - 曾凡欧, 杨梦杰, 贾思博"
@t 158,0,1,"北京师范大学 - 云边路 - 姚述军, 陈博, 王佳一"
@t 159,0,1,"湘潭大学 - 数据别和我作队 - 资刘宇凡, 许秋宇, 陈翔"
@t 160,0,1,"杭州师范大学 - 五月的猫猫 - 陈科舟, 殷吴辉, 杨嘉福"
@t 161,0,1,"莆田学院 - 口胡金牌题 - 许庆华, 龚磊, 黄佳威"
@t 162,0,1,"长安大学 - 神樱树 - 刘葆骐, 田笑颜, 高源"
@t 163,0,1,"浙江工商大学 - 猫猫骑士团初探区域赛 - 卢嘉亮, 张任杰, 杨毅博"
@t 164,0,1,"北京理工大学 - 哈哈你也想哈哈吗 - 张智文, 周璟哲, 吴迪晟"
@t 165,0,1,"深圳大学 - szu_OvO - 岑健锋, 唐浚源, 张楠"
@t 166,0,1,"福建理工大学 - AC：从Debug到Accept开始的XCPC生活 - 周俊杰, 连鑫焱, 刘航"
@t 167,0,1,"中国传媒大学 - 啥 - 王思远, 刘禹熹, 黄屹"
@t 168,0,1,"浙江师范大学 - 干翻别人队 - 赵欣雨, 汪暄暄, 陈佳宜"
@t 169,0,1,"南昌航空大学 - 一周17节课艰难打acm - 黄心磊, 陈鹏, 汤正泰"
@t 170,0,1,"成都信息工程大学 - 第一同构定理 - 常旭海, 杨洋, 赵多俊"
@t 171,0,1,"北京邮电大学 - 4000g_Pt - 冯国晟, 于洋, 马廷良"
@t 172,0,1,"华南理工大学 - 我不知道我不会你们来 - 张辉洲, 王腾岳, 王烁云"
@t 173,0,1,"兰州大学 - 刚学会打字 - 郑宇航, 梁宇昊, 李欣杭"
@t 174,0,1,"武汉大学 - 重修数理基础 - 林喆霖, 蔡子, 范锦炜"
@t 175,0,1,"中国地质大学（武汉） - 地脉恒辉 - 刘耀楠, 王佳豪, 鲍炳辰"
@t 176,0,1,"哈尔滨工程大学 - 坐岸观海，听十一月雨 - 张天磊, 杜鹏宇, 林鹏涵"
@t 177,0,1,"哈尔滨工业大学（威海） - 一番断幺 - 朱圣方, 王潇逸, 郑尊文"
@t 178,0,1,"山东师范大学 - 爆零就去玩原神 - 李佳恒, 吕俊东, 孙智毅"
@t 179,0,1,"东南大学 - 悄然谜响 - 陈琳昊, 黄煜杰, 周子航"
@t 180,0,1,"华中农业大学 - 吃俺老孙一棒 - 孙宇恒, 黄泽源, 游宇珅"
@t 181,0,1,"华南农业大学 - 没有空的桌子了 - 巴云浩, 吴文斌, 林永鸿"
@t 182,0,1,"上海大学 - 队名有五字 - 田凯文, 靳红飞, 杨天浩"
@t 183,0,1,"广东工业大学 - 逸误 - 李俊贤, 吴达武, 易俊霖"
@t 184,0,1,"厦门大学 - 辣味的烧卖 - 赵子越, 林育立, 季裕杰"
@t 185,0,1,"北京工业大学 - 双翼翱翔 - 江云天, 王赫, 刘航奇"
@t 186,0,1,"东北大学 - 东北大学_叫什么随便吧 - 徐海, 韩重, 肖举涛"
@t 187,0,1,"吉林大学 - 高玩派对 - 拱垲, 袁英麒, 吕浩然"
@t 188,0,1,"大连理工大学盘锦校区 - 这技校真练技术 - 陈嘉佑, 张正阳, 杨镇熙"
@t 189,0,1,"东北师范大学 - 巴别塔 - 项赞宇, 贺金龙, 齐进帅"
@t 190,0,1,"乐山师范学院 - 漫云征途 - 罗明杨, 黄仪鸥, 夏源泽"
@t 191,0,1,"深圳技术大学 - SZTU_圆你一个梦 - 李壮壮, 肖文航, 徐鑫"
@t 192,0,1,"国防科技大学 - 应知其所以然 - 左智文, 张齐鑫, 高英博"
@t 193,0,1,"同济大学 - 君与构造与构造之恋 - 李烨, 鲁浩宇, 杜宇轩"
@t 194,0,1,"华东师范大学 - 河东食堂转生队 - 沈崇焕, 刘俊毅, 刘昕东"
@t 195,0,1,"重庆邮电大学 - 会A吗？会A的！ - 张膑予, 燕绍雄, 林地波"
@t 196,0,1,"南京邮电大学 - 吹笛到天明 - 田晓亮, 韩炜, 陈卓然"
@t 197,0,1,"华南师范大学 - 最后一页 - 严雍泽, 吴彪生, 徐书研"
@t 198,0,1,"河南大学 - 狗不理包子 - 尤铭, 胡逢彬, 孙小文"
@t 199,0,1,"大连理工大学 - dut别断电了我要打cf - 徐易, 吴胤祺, 孟家祺"
@t 200,0,1,"河海大学 - 不时以暴力算法tle的邻座acm同学 - 金炬光, 杨帆, 曾国琳?"
@t 201,0,1,"浙江师范大学 - 使一颗心免于哀伤 - 厉峻宏, 郭宝旭, 项展"
@t 202,0,1,"广西大学 - 这一发，贯穿星辰 - 李周详, 梅松, 孙怿翔"
@t 203,0,1,"西北工业大学 - 智力不太好 - 王钎屹, 吴映卓, 罗隆华"
@t 204,0,1,"山东科技大学 - 西塔克号 - 潘文硕, 吕胜浩, 李卓航"
@t 205,0,1,"华南师范大学 - 野指针 - 林泽勋, 罗为, 李浩源"
@t 206,0,1,"西北工业大学 - 金牌归来，发现妻女流落街头 - 吴优, 郝春博, 刘伟业"
@t 207,0,1,"广东工业大学揭阳校区 - GDUTJY_彼岸之约 - 黄浩天, 陈煜祺, 向宇飞"
@t 208,0,1,"天津工业大学 - 我上早八 - 吕佳乐, 徐振业, 李翊萌"
@t 209,0,1,"广东工业大学 - 我想拿牌子 - 李耿豪, 黄博, 周建宏"
@t 210,0,1,"东华大学 - 虚拟机会梦见赛博纸带吗？ - 陈缪鑫, 蔡晋, 彭飞"
@t 211,0,1,"西南民族大学 - SCCPC* - 姚焜, 欧辉强, 黄铭"
@t 212,0,1,"河南大学 - 604 - 程功, 耿东阳, 张亚豪"
@t 213,0,1,"西北大学 - 一定是那ICPC，它把大哥打至跪地，可能是迫大哥跟它回去做题目口牙 - 朱珈成, 罗穰杰, 梁家瑞"
@t 214,0,1,"信息工程大学 - 新旬拔队 - 林万新, 丁钧铖, 张裕颉"
@t 215,0,1,"山东财经大学 - 参与奖掠夺者 - 李锦月, 陈代鑫, 江文硕"
@t 216,0,1,"西北工业大学 - 不想想队名 - 梁乐彬, 韩正, 蔡思博"
@t 217,0,1,"中国石油大学（华东） - 中石大1997 - 王一同, 徐烨, 林嘉伟"
@t 218,0,1,"南京邮电大学 - 天使重构 - 胡乐安, 崔晨曦, 赵聿祺"
@t 219,0,1,"湖南科技大学 - 梦起云雾时 - 肖琦, 李旭云, 袁悦"
@t 220,0,1,"华中师范大学 - 白夜 - 易嘉鸣, 潘芮锐, 陈程"
@t 221,0,1,"上海大学 - 清醒后才发现这是XCPC - 韦杰恒, 蔡轩, 黄垒"
@t 222,0,1,"江西财经大学 - 她与银牌见合 - 王海峰, 彭俊杰, 李鑫"
@t 223,0,1,"天津工业大学 - 兄弟你好香 - 孙文杰, 刘涛, 程梧桐"
@t 224,0,1,"东北大学秦皇岛分校 - 空白名称 - 焦一晟, 徐向博, 闫一飞"
@t 225,0,1,"四川大学 - 安全三方计算 - 张逸涵, 邹昔贝, 吴佳诚"
@t 226,0,1,"合肥大学 - 候鸟 - 王国梁, 吕文杰, 杨仕超"
@t 227,0,1,"安徽大学 - 似乎有着能够令人AC的隐藏指令 - 刘圆博, 许子桢, 吕建强"
@t 228,0,1,"安徽农业大学 - 题题不歪真君 - 李兹如, 姜乐源, 卢岳"
@t 229,0,1,"华东理工大学 - 别急我还在藏东西 - 谢榛, 孙俊, 李佳强"
@t 230,0,1,"浙江财经大学 - 踏雪寻梅 - 陈启亮, 赵子腾, 吴帆"
@t 231,0,1,"中国海洋大学 - 错误没有答案 - 冯钰恒, 陈岳阳, 张成玺"
@t 232,0,1,"武汉理工大学 - 样例都没过怎么ac了 - 王雨辰, 吴明洲, 王浩丞"
@t 233,0,1,"华东交通大学 - 样例过了就算对 - 周贇杰, 苏明亮, 万文轩"
@t 234,0,1,"长春理工大学 - yxh 带我飞 - 郎震, 姚祥辉, 李澹"
@t 235,0,1,"华东师范大学 - OI，启动 - 周恒立, 路修远, 董芷鉴"
@t 236,0,1,"上海应用技术大学 - ICPC非常好_使我的队名抽象 - 毛梓进, 马小鹏, 项家挺"
@t 237,0,1,"郑州轻工业大学 - VP Expert - 王少杰, 赵梓昊, 高福涛"
@t 238,0,1,"香港科技大学（广州） - S属性大爆发 - 黄俊良, 李宇堃, 张思达"
@t 239,0,1,"武汉纺织大学 - 我的青春AC物语果然没有恋爱 - 刘洋, 周黄灏, 裘贺宝"
@t 240,0,1,"山东大学 - 签到人 - 史博文, 徐聚礼, 张林翰"
@t 241,0,1,"郑州轻工业大学 - 遇事不决从容应队 - 薛晓煜, 夏高祥, 栗闫恒"
@t 242,0,1,"湖南理工学院 - 锈湖 - 杨可, 陈娜, 费峥宇"
@t 243,0,1,"武汉大学 - JumPing win - 魏俊涛, 戴天奕, 杨锦熙"
@t 244,0,1,"浙江财经大学 - 幻想家在幻想时间幻想ac - 朱腾, 陈超, 冯裕钵"
@t 245,0,1,"西南大学 - 西大暴龙队 - 蒋麟洲, 孙舒源, 刘益鸣"
@t 246,0,1,"山东大学（威海） - 挽圆神挽的 - 童延, 陆柯旭, 钟菡树"
@t 247,0,1,"江西农业大学 - 浩~能不能拿牌啊？ - 廖伦浩, 罗宇豪, 徐浩东"
@t 248,0,1,"山东理工大学 - 我有铁牌 - 杨国强, 宋润桐, 朱嘉超"
@t 249,0,1,"福州大学 - 苦来兮苦 - 陈建宇, 庄宇烽, 杨云飞"
@t 250,0,1,"西华大学 - 夏日限定的告白 - 肖代阳, 谢维文, 赵熙"
@t 251,0,1,"合肥工业大学 - 天天做早操队 - 王腾昊, 舒雨飞, 韩昆桦"
@t 252,0,1,"浙大城市学院 - 冬雪涟 - 郭申申, 鲁俊杰, 张洋鸣"
@t 253,0,1,"西北工业大学 - 兄弟你不香了 - 万梓宸, 涂思亮, 魏子尧"
@t 254,0,1,"武汉大学 - 方块人转生成铁牌选手 - 丁启航, 石炜, 陈新尧"
@t 255,0,1,"吉利学院 - 吉利太美 - 罗志豪, 何正, 严嘉诚"
@t 256,0,1,"国防科技大学 - 项王不惘 - 梁庭宇, 张洋, 孙睿宇"
@t 257,0,1,"贵州大学 - 猫猫也想要拿牌 - 杨毅, 冯林, 孟坤林"
@t 258,0,1,"北京林业大学 - 皓腕凝霜雪 - 蔡优, 管穗京, 梅涵"
@t 259,0,1,"北京化工大学 - #define WA AC - 杨嘉明, 彭天祺, 陈昊然"
@t 260,0,1,"阜阳师范大学 - 又双叒叕到了难搞的时候 - 胡召鑫, 张美星, 邢文俊"
@t 261,0,1,"东北林业大学 - 世纪末彼岸花丛中的死之结界 - 刘宋凯, 李敬, 赵天鑫"
@t 262,0,1,"浙江农林大学 - 我直直直直直接给你坐下 - 朱冠霖, 黄志腾, 赵亭旭"
@t 263,0,1,"温州大学 - 温大十一队 - 杨嘉诚, 盛飞扬, 黄力垚"
@t 264,0,1,"西南交通大学 - 很内向在电脑前不敢写代码 - 谢栩珲, 胥琪, 王一帆"
@t 265,0,1,"中国矿业大学（北京） - 燐光 - 饶汉青, 闵俊宝, 金大业"
@t 266,0,1,"阿坝师范学院 - 火攻 - 李先笙, 胡航, 陈李鑫"
@t 267,0,1,"北京师范大学 - 打完就回去搬砖 - 丁余健, 凤晨阳, 陆祖亿"
@t 268,0,1,"湖南师范大学 - 师大之星 - 叶欣睿, 王鸿杰, 周鸿志"
